lipid	pheno	pval	beta	std	fdr_pval
FA(18:2)	ADA2010_Cat	0.0607159910996069	-0.0104488801132213	0.0055681929910015	0.2896222563946766
FA(18:3)	ADA2010_Cat	0.0016248080100922	-0.0200782595271151	0.0063632039020212	0.03848327057854061
FA(20:2)	ADA2010_Cat	0.001221452464569	0.016428172045208	0.0050734378906169	0.032703404696524836
FA(20:3)	ADA2010_Cat	0.0223615674805482	0.0110992712903538	0.0048557521497121	0.20174022835711966
FA(20:4)	ADA2010_Cat	0.0047786609961399	0.0246517293311823	0.0087278559983562	0.07344978938511329
FA(20:5)	ADA2010_Cat	0.9839764978905734	-0.0002523327794624	0.012562535269409	0.9941718792906696
FA(22:4)	ADA2010_Cat	2.2268393456859132e-08	0.0321743439671475	0.0057309356533908	1.8482766569193078e-05
FA(22:5)	ADA2010_Cat	0.21365559580128	0.006954746061127	0.0055909048762494	0.5357527024624241
FA(22:6)	ADA2010_Cat	0.450581217285618	0.00612607914873	0.0081185054911518	0.7524796988874505
AC(10:0)	ADA2010_Cat	0.5266202508415923	0.0094946856578147	0.0149929818160919	0.7918384206494956
AC(12:0)	ADA2010_Cat	0.794835707032618	0.0014275432926007	0.0054891110668216	0.9309177986946867
AC(12:1)	ADA2010_Cat	0.2104866255689934	0.0060680999051667	0.0048444144095373	0.5342626887531025
AC(13:0)	ADA2010_Cat	0.4543422677922005	0.0107832617344186	0.0144097823722763	0.753564028496301
AC(14:0)	ADA2010_Cat	0.2070025408048592	0.0059525076422345	0.0047158821836343	0.5302842866297319
AC(14:1)	ADA2010_Cat	0.4260245362429995	-0.0036307910559606	0.0045603672493643	0.7369721318564743
AC(14:2)	ADA2010_Cat	0.1410798134629985	-0.005988454796902	0.0040673702374459	0.44707096161033116
AC(15:0) (a)	ADA2010_Cat	0.5742435063365637	-0.0074175167218389	0.0132008329234304	0.8167544862831634
AC(15:0) (b)	ADA2010_Cat	0.6980501954324896	0.0032273176543794	0.0083177217081158	0.8845521560442234
AC(16:0)	ADA2010_Cat	0.4312899388213297	-0.0034067169176698	0.0043280104880958	0.7369721318564743
AC(16:1)	ADA2010_Cat	0.9751831164828793	0.000158925671976	0.0051081895432934	0.9941718792906696
AC(17:0) (a)	ADA2010_Cat	0.3600453042535113	-0.0078745068531986	0.0086015849783404	0.6903282985366763
